scenario,description,real_estate_mode,lp_initial_capital,initial_re_cash_deployed,initial_re_gross_asset_value,initial_re_debt_balance,initial_re_assumed_liabilities,initial_re_net_equity_value,initial_re_entry_equity_cushion,initial_re_value_to_new_equity_multiple,final_re_gross_asset_value,final_re_debt_balance,final_re_assumed_liabilities,final_re_net_equity_value,final_re_dscr,total_re_debt_service,total_re_capex,total_deal_refi_proceeds,total_re_cashflow_shortfall,total_acquisition_equity_required,total_acquisition_funded_from_retained_cash,total_acquisition_funded_from_reserve,total_acquisition_failed_loss,total_acquisition_unfunded_shortfall,years_modelled,lp_hurdle_moic,lp_hurdle_amount,lp_cash_distributions,lp_cash_moic,lp_economic_moic,lp_irr,lp_cash_irr,lp_economic_irr,gp_cash_irr_if_co_investment,gp_total_value_multiple_if_co_investment,lp_hurdle_achieved,year_hurdle_achieved,liquidity_constrained,final_fund_nav,final_refinance_liability,gp_cumulative_fees,gp_residual_nav,gp_total_economics,gp_residual_nav_pct_initial_lp_capital,gp_total_economics_pct_initial_lp_capital,gp_cumulative_fees_first_n_years,gp_average_annual_fees_first_n_years,gp_survivability_risk,years_with_zero_lp_distribution,years_with_distribution_below_target_yield,longest_zero_distribution_streak,longest_below_target_yield_streak,years_until_first_distribution,lp_time_under_1x_cash_moic,lp_time_under_1x_economic_moic,lp_final_unrecovered_hurdle,lp_redeemed_by_model_end,total_re_cashflow_generated,total_hf_harvest_generated,total_reinvested_into_hf,total_distributed_to_lp,total_added_to_reserve,pct_total_cash_distributed,pct_total_cash_reinvested,pct_total_cash_reserved,years_until_lp_1x_cash_return,years_until_lp_2x_cash_return,lp_cashflow_profile_type,hurdle_completion_trigger_enabled,backend_liquidity_strategy_enabled,backend_liquidity_target_years,backend_liquidity_refi_first,backend_liquidity_max_refi_pct_of_re_nav,backend_liquidity_max_hf_liquidation_pct,hurdle_trigger_executed,hurdle_trigger_year,total_trigger_cash_from_retained_cash,total_trigger_cash_from_reserve,total_trigger_cash_from_hf_liquidation,total_trigger_cash_from_refi,total_trigger_cash_from_re_sale,lp_hurdle_shortfall_after_final_trigger,primary_flag,all_flags
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07218118514457261,0.07218118514457261,0.07218118514457261,,,True,11.0,True,17687442.78357286,3354560.5839484334,442729.96088586247,17687442.78357286,18130172.744458724,1.768744278357286,1.8130172744458724,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,4015892.4582800986,20000000.0,2409535.4749680595,1.8675798911238903,0.37499999999999994,0.22499999999999998,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2909535.474968059,9452285.318918068,3354560.5839484334,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07417960864329598,0.07417960864329598,0.07417960864329598,,,True,11.0,True,17115419.302952614,3616249.3419852816,442729.96088586247,17115419.302952614,17558149.263838477,1.7115419302952615,1.7558149263838478,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,3346577.0485667493,20000000.0,2007946.2291400493,1.8675798911238903,0.3125,0.18749999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2507946.229140049,8521281.151167871,3616249.3419852816,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07627335568627047,0.07627335568627047,0.07627335568627047,,,True,11.0,True,16543395.822332371,3877938.100022125,442729.96088586247,16543395.822332371,16986125.783218235,1.6543395822332372,1.6986125783218236,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,2677261.6388533995,20000000.0,1606356.9833120394,1.8675798911238903,0.25,0.14999999999999997,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,2106356.983312039,7590276.983417678,3877938.100022125,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.07846784482445956,0.07846784482445956,0.07846784482445956,,,True,11.0,True,15971372.341712132,4139626.8580589667,442729.96088586247,15971372.341712132,16414102.302597994,1.5971372341712131,1.6414102302597995,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,2007946.2291400493,20000000.0,1204767.7374840297,1.8675798911238903,0.18749999999999997,0.11249999999999999,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,1704767.7374840297,6659272.815667484,4139626.8580589667,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,17891241.594548605,0.0,0.0,17891241.594548605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2.0,20000000.0,20000000.0,2.0,2.0,0.08076873397912765,0.08076873397912765,0.08076873397912765,,,True,11.0,True,15399348.86109189,4401315.616095811,442729.96088586247,15399348.86109189,15842078.821977751,1.539934886109189,1.5842078821977752,161308.2292305,32261.6458461,True,0,0,0,0,1,10,0,0.0,True,10709046.555413598,0.0,1338630.8194266998,20000000.0,803178.4916560197,1.8675798911238903,0.125,0.07499999999999998,11.0,11.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,11.0,0.0,1303178.4916560196,5728268.647917289,4401315.616095811,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__liquidity_trap__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | High real estate NAV growth with low refinance capacity; tests the gap between paper value and LP cash liquidity. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,19143628.50616701,0.0,0.0,19143628.50616701,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2.0,20000000.0,20000000.0,2.0,2.0,0.07895902078593853,0.07895902078593853,0.07895902078593853,,,True,12.0,True,18010121.68275113,2822723.436202747,501771.05814787286,18010121.68275113,18511892.740899004,1.801012168275113,1.8511892740899003,161308.2292305,32261.6458461,True,0,0,0,0,1,11,0,0.0,True,12383601.840465764,0.0,773975.1150291102,20000000.0,464385.06901746604,1.6150390054245942,0.0625,0.03749999999999999,12.0,12.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,12.0,0.0,964385.069017466,5067649.838360601,2822723.436202747,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_REDEEMED_VIA_HF_LIQUIDATION; LP_REDEEMED_VIA_REFI
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_20,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 20% of generated cash to LP, remaining cash mostly reinvested.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,1318717.957920854,0.1318717957920854,2.0,-0.14776692806703295,-0.14776692806703295,0.03680540138538024,,,False,,True,22700004.352562808,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,18681282.042079147,False,6593589.789604268,0.0,3296794.894802134,1318717.957920854,1978076.9368812807,0.20000000000000007,0.5,0.30000000000000004,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,4512864.0282249525,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_30,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 30% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,1978076.9368812807,0.19780769368812806,2.0,-0.12366756668268453,-0.12366756668268453,0.03762198703804298,,,False,,True,21359054.96267558,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,18021923.06311872,False,6593589.789604268,0.0,2884695.532951868,1978076.9368812807,1730817.319771121,0.30000000000000004,0.4375000000000001,0.2625000000000001,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,4921031.995957486,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_40,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 40% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,2637435.915841708,0.2637435915841708,2.0,-0.1053860905972761,-0.1053860905972761,0.038471671914694916,,,False,,True,20018105.572788335,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,17362564.084158294,False,6593589.789604268,0.0,2472596.1711016013,2637435.915841708,1483557.702660961,0.40000000000000013,0.3750000000000001,0.22500000000000012,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,5329199.963690031,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_50,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 50% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,3296794.894802134,0.3296794894802134,2.0,-0.0903931689521924,-0.0903931689521924,0.03935622746775036,,,False,,True,18677156.182901107,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,16703205.105197866,False,6593589.789604268,0.0,2060496.8092513343,3296794.894802134,1236298.0855508007,0.5,0.31250000000000006,0.18750000000000006,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,5737367.931422567,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_60,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 60% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,3956153.8737625615,0.3956153873762561,2.0,-0.07752973121760076,-0.07752973121760076,0.04027752662700457,,,False,,True,17336206.79301388,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,16043846.126237439,False,6593589.789604268,0.0,1648397.447401067,3956153.8737625615,989038.4684406404,0.6000000000000001,0.25,0.15000000000000002,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,6145535.899155101,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_70,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 70% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,4615512.8527229875,0.4615512852722988,2.0,-0.06616349905260077,-0.06616349905260077,0.041237547743767644,,,False,,True,15995257.40312664,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,15384487.147277012,False,6593589.789604268,0.0,1236298.0855508007,4615512.8527229875,741778.8513304805,0.7,0.18750000000000006,0.11250000000000006,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,6553703.866887644,HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED,LP_HURDLE_NOT_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_TRIGGER_ATTEMPTED_BUT_INSUFFICIENT; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_80,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 80% of generated cash to LP.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,5274871.831683416,0.5274871831683416,1.9929179844922817,-0.05590993601728245,-0.05590993601728245,0.04203651258677521,,,False,,False,14654308.013239404,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,14725128.168316584,False,6593589.789604268,0.0,824198.7237005335,5274871.831683416,494519.2342203202,0.8000000000000003,0.125,0.07500000000000001,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,0.0,LP_HURDLE_NOT_ACHIEVED,LP_HURDLE_NOT_ACHIEVED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
lp_distribution_strategy_sweep__failure_never_reaches_hurdle__lp_distribution_90,"Compares eight cashflow routing strategies, varying the LP distribution share from 20% to 90% while preserving the current reinvestment/reserve split for the remaining cash. | Both sleeves disappoint; LP never reaches 2.0x. | 90% of generated cash to LP, minimal reinvestment/reserve build.",top_down,10000000.0,8500000.0,8500000.0,0.0,0.0,8500000.0,0.0,,6952208.969576462,0.0,0.0,6952208.969576462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0,20000000.0,5934230.810643844,0.5934230810643845,1.9247589433996015,-0.04651696980956854,-0.04651696980956854,0.041070568942882524,,,False,,False,13313358.62335217,0.0,371469.8473016491,0.0,371469.8473016491,0.0,0.03714698473016491,99980.29820399999,19996.0596408,True,0,0,0,0,1,20,0,14065769.189356156,False,6593589.789604268,0.0,412099.36185026675,5934230.810643844,247259.6171101601,0.9000000000000005,0.0625,0.037500000000000006,,,MODERATE_YIELD,True,True,"5, 7, 10",True,0.35,0.5,False,,0.0,0.0,0.0,0.0,0.0,0.0,LP_HURDLE_NOT_ACHIEVED,LP_HURDLE_NOT_ACHIEVED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; LP_STILL_BELOW_1X_CASH_MOIC_AT_END; LP_EXPERIENCE_WEAK_DESPITE_POSITIVE_NAV
hf_allocation_sensitivity__base_hit_everyone_happy__hf_20,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 20% HF, 75% RE, 5% reserve.",top_down,10000000.0,7500000.0,7500000.0,0.0,0.0,7500000.0,0.0,,12488051.304827917,0.0,0.0,12488051.304827917,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2.0,20000000.0,20000000.0,2.0,2.0,0.05625500575575315,0.05625500575575315,0.05625500575575315,,,True,13.0,True,22135419.509528995,0.0,448924.617434512,22135419.509528995,22584344.126963507,2.2135419509528993,2.2584344126963507,146240.70911999998,29248.141824,True,0,0,0,0,1,12,0,0.0,True,10590753.396644345,0.0,7943065.04748326,20000000.0,1588613.0094966516,1.8884397786409561,0.7500000000000001,0.15,13.0,13.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,13.0,0.0,2088613.0094966516,16852311.650838915,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__base_hit_everyone_happy__hf_30,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 30% HF, 65% RE, 5% reserve.",top_down,10000000.0,6500000.0,6500000.0,0.0,0.0,6500000.0,0.0,,11255896.90941823,0.0,0.0,11255896.90941823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2.0,20000000.0,20000000.0,2.0,2.0,0.052080075443051266,0.052080075443051266,0.052080075443051266,,,True,14.0,True,27546729.64944224,0.0,428030.7218476401,27546729.64944224,27974760.37128988,2.754672964944224,2.797476037128988,126741.947904,25348.3895808,True,0,0,0,0,1,13,0,0.0,True,10258659.80609268,0.0,7693994.85456951,20000000.0,1538798.9709139022,1.9495723981530102,0.75,0.15000000000000002,14.0,14.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,14.0,0.0,2038798.9709139017,16935335.04847683,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
hf_allocation_sensitivity__base_hit_everyone_happy__hf_40,"Tests whether larger hedge fund sleeve allocations make LP redemption more realistic. | Moderate real estate and hedge fund performance baseline; tests whether ordinary cash routing can reach the LP cash hurdle. | 40% HF, 55% RE, 5% reserve.",top_down,10000000.0,5500000.0,5500000.0,0.0,0.0,5500000.0,0.0,,10301396.851499565,0.0,0.0,10301396.851499565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,20000000.0,20000000.0,2.0,2.0,0.04545404330355529,0.04545404330355529,0.04545404330355529,,,True,16.0,True,37084824.79750435,0.0,432125.7166349603,37084824.79750435,37516950.51413931,3.708482479750435,3.751695051413931,107243.186688,21448.6373376,True,0,0,0,0,1,15,0,0.0,True,10695694.200076548,0.0,8021770.650057413,20000000.0,1604354.1300114824,1.8699113517902242,0.7500000000000001,0.15000000000000002,16.0,16.0,BACKEND_HEAVY,True,True,"5, 7, 10",True,0.35,0.5,True,16.0,0.0,2104354.130011482,16826076.449980862,0.0,0.0,0.0,HURDLE_COMPLETION_TRIGGER_EXECUTED,LP_HURDLE_ACHIEVED; HURDLE_REACHED_BUT_LIQUIDITY_CONSTRAINED; SLOW_TIME_HORIZON_DRIFT; GP_SURVIVABILITY_RISK; HURDLE_COMPLETION_TRIGGER_EXECUTED; LP_REDEEMED_VIA_HF_LIQUIDATION
